angry;disgust;scared;happy;sad;surprised;neutral
11.93;0.15;15.77;22.3;8.26;1.92;39.67
8.63;0.12;13.06;29.54;7.62;1.78;39.24
11.98;0.3;13.83;34.17;10.38;1.47;27.87
11.27;0.14;11.05;33.62;7.58;1.19;35.14
11.94;0.08;12.22;28.84;7.64;1.72;37.57
10.38;0.09;15.26;24.21;11.94;1.55;36.58
13.38;0.01;24.65;8.68;4.42;6.67;42.18
3.6;0.0;8.99;4.33;3.88;38.86;40.35
3.85;0.01;9.57;4.74;4.55;42.63;34.65
4.56;0.01;10.24;4.62;5.23;38.93;36.42
4.35;0.0;9.38;4.57;4.5;37.05;40.15
4.19;0.01;9.37;4.67;4.59;38.18;39.0
4.35;0.0;10.47;4.62;4.49;36.47;39.59
3.97;0.01;10.33;4.45;5.1;38.33;37.81
3.61;0.0;8.53;4.91;4.04;40.01;38.89
4.01;0.0;8.93;4.43;3.9;39.95;38.77
3.88;0.0;8.21;4.6;3.98;39.22;40.11
4.06;0.01;7.78;5.86;4.95;42.94;34.42
3.92;0.01;6.75;5.22;5.69;40.92;37.49
3.67;0.01;7.66;4.12;4.64;40.39;39.53
10.41;0.1;21.29;24.82;5.76;3.5;34.12
8.25;0.57;18.82;34.76;13.34;8.95;15.32
10.81;0.26;22.68;21.87;4.9;4.56;34.92
12.63;0.17;24.54;16.64;5.41;3.06;37.55
15.94;0.22;21.49;15.39;6.71;2.4;37.85
4.3;0.06;6.09;57.35;3.78;10.25;18.16
4.43;0.0;8.42;6.08;4.58;38.02;38.47
4.25;0.0;8.64;6.32;4.88;36.78;39.12
15.61;0.06;25.57;18.55;7.65;2.37;30.2
8.79;0.07;13.95;36.97;5.96;2.04;32.22
13.94;0.08;20.31;28.1;5.75;2.69;29.13
11.18;0.09;23.16;22.72;7.55;1.54;33.76
12.2;0.04;23.47;20.46;7.14;1.94;34.76
12.35;0.07;23.66;22.41;6.3;2.01;33.2
10.03;0.04;21.48;21.63;7.26;1.89;37.66
13.35;0.06;23.18;26.63;5.41;2.13;29.24
12.76;0.08;18.62;31.43;5.32;2.23;29.56
14.76;0.21;20.85;26.83;6.78;13.75;16.83
10.36;0.66;18.06;39.65;6.65;10.95;13.68
12.62;0.35;17.06;34.92;6.69;10.95;17.41
9.09;1.67;10.16;46.83;6.19;11.95;14.11
8.89;0.36;19.41;17.26;6.68;15.58;31.82
8.72;0.51;18.5;33.1;6.33;14.77;18.07
17.98;0.11;16.46;34.1;7.15;7.48;16.72
15.28;0.12;21.75;23.63;7.12;12.92;19.17
17.53;0.21;18.19;28.81;8.72;7.31;19.23
16.0;0.08;20.79;21.15;11.53;9.22;21.22
22.44;0.04;25.21;21.76;9.13;4.45;16.97
20.04;0.17;20.35;18.23;10.17;9.9;21.14
13.44;0.26;24.2;19.74;9.98;10.79;21.58
18.32;0.14;24.29;16.94;8.25;10.24;21.81
14.07;0.37;15.58;26.53;13.1;1.54;28.81
17.41;1.79;17.05;18.74;12.05;3.17;29.79
19.36;0.78;26.89;20.58;12.29;3.91;16.2
18.31;1.01;25.73;21.1;9.84;6.99;17.03
14.0;0.14;16.46;23.07;7.66;9.18;29.49
15.46;0.73;23.65;27.48;9.43;5.13;18.12
23.09;2.04;20.9;14.1;12.38;2.29;25.2
18.74;0.44;22.96;27.09;9.48;5.54;15.75
16.12;1.21;25.11;23.45;10.47;5.89;17.74
14.87;0.14;27.66;15.58;8.58;10.17;23.01
9.55;0.29;15.14;24.65;11.23;8.46;30.68
17.8;0.13;31.01;19.58;11.13;5.65;14.71
