frameID,mediaTime,attention,dominantEmotion,emotion_Angry,emotion_Disgust,emotion_Fear,emotion_Happy,emotion_Neutral,emotion_Sad,emotion_Surprise,arousal,valence,affects38_Afraid,affects38_Amused,affects38_Angry,affects38_Annoyed,affects38_Anxious,affects38_Apathetic,affects38_Astonished,affects38_Bored,affects38_Calm,affects38_Conceited,affects38_Contemplative,affects38_Content,affects38_Convinced,affects38_Delighted,affects38_Depressed,affects38_Determined,affects38_Disappointed,affects38_Discontented,affects38_Distressed,affects38_Embarrassed,affects38_Enraged,affects38_Excited,affects38_Feel Well,affects38_Frustrated,affects38_Happy,affects38_Hopeful,affects38_Impressed,affects38_Melancholic,affects38_Peaceful,affects38_Pensive,affects38_Pleased,affects38_Relaxed,affects38_Sad,affects38_Satisfied,affects38_Sleepy,affects38_Tired,affects38_Uncomfortable,affects38_Worried,affects98_Adventurous,affects98_Afraid,affects98_Alarmed,affects98_Ambitious,affects98_Amorous,affects98_Amused,affects98_Angry,affects98_Annoyed,affects98_Anxious,affects98_Apathetic,affects98_Aroused,affects98_Ashamed,affects98_Astonished,affects98_At Ease,affects98_Attentive,affects98_Bellicose,affects98_Bitter,affects98_Bored,affects98_Calm,affects98_Compassionate,affects98_Conceited,affects98_Confident,affects98_Conscientious,affects98_Contemplative,affects98_Contemptuous,affects98_Content,affects98_Convinced,affects98_Courageous,affects98_Defient,affects98_Dejected,affects98_Delighted,affects98_Depressed,affects98_Desperate,affects98_Despondent,affects98_Determined,affects98_Disappointed,affects98_Discontented,affects98_Disgusted,affects98_Dissatisfied,affects98_Distressed,affects98_Distrustful,affects98_Doubtful,affects98_Droopy,affects98_Embarrassed,affects98_Enraged,affects98_Enthusiastic,affects98_Envious,affects98_Excited,affects98_Expectant,affects98_Feel Guilt,affects98_Feel Well,affects98_Feeling Superior,affects98_Friendly,affects98_Frustrated,affects98_Glad,affects98_Gloomy,affects98_Happy,affects98_Hateful,affects98_Hesitant,affects98_Hopeful,affects98_Hostile,affects98_Impatient,affects98_Impressed,affects98_Indignant,affects98_Insulted,affects98_Interested,affects98_Jealous,affects98_Joyous,affects98_Languid,affects98_Light Hearted,affects98_Loathing,affects98_Longing,affects98_Lusting,affects98_Melancholic,affects98_Miserable,affects98_Passionate,affects98_Peaceful,affects98_Pensive,affects98_Pleased,affects98_Polite,affects98_Relaxed,affects98_Reverent,affects98_Sad,affects98_Satisfied,affects98_Selfconfident,affects98_Serene,affects98_Serious,affects98_Sleepy,affects98_Solemn,affects98_Startled,affects98_Suspicious,affects98_Taken Aback,affects98_Tense,affects98_Tired,affects98_Triumphant,affects98_Uncomfortable,affects98_Wavering,affects98_Worried,quadrant,positivity
182,7.92,0.85,Angry,0.39,0.03,0.08,0.03,0.11,0.11,0.24,-0.27,-0.28,0,0.09,0,0.1,0.52,0.97,0,0.73,0,0,0.15,0,0.02,0,0.68,0,0.67,0.48,0.12,0.9,0,0,0,0.46,0,0.19,0.51,0.79,0.05,0.8,0,0,0.69,0,0.4,0.42,0.84,0.96,0,0,0,0,0,0.09,0,0.1,0.52,0.97,0,0.92,0,0,0.39,0,0.44,0.73,0,0.15,0,0.37,0.38,0.15,0.04,0,0.02,0,0,0.6,0,0.68,0.68,0.89,0,0.67,0.48,0.26,0.89,0.12,0.82,0.53,0.58,0.9,0,0.04,0,0,0.53,0.96,0,0,0,0.46,0,0.61,0,0,0.79,0.19,0,0.63,0.51,0.46,0.56,0.05,0.27,0,0.95,0.2,0.23,0.73,0,0.79,0.55,0.48,0.05,0.8,0,0.43,0,0.28,0.69,0,0,0,0.6,0.4,0,0.5,0.71,0.98,0,0.42,0,0.84,0.74,0.96,Low Control,0.16
183,7.968,1,Surprise,0.27,0.02,0.07,0.04,0.17,0.11,0.32,-0.2,-0.27,0,0.17,0,0.23,0.42,0.99,0,0.65,0,0.07,0.11,0,0.13,0,0.64,0,0.69,0.56,0.23,0.84,0.14,0,0,0.54,0,0.2,0.55,0.74,0,0.76,0,0,0.65,0,0.29,0.32,0.81,0.95,0,0,0,0,0,0.17,0,0.23,0.42,0.99,0,0.88,0,0,0.38,0,0.5,0.65,0,0.06,0.07,0.4,0.31,0.11,0.17,0,0.13,0,0.04,0.5,0,0.64,0.63,0.85,0,0.69,0.56,0.36,0.89,0.23,0.87,0.42,0.48,0.84,0.14,0.14,0,0,0.59,0.93,0,0.08,0,0.54,0,0.57,0,0,0.72,0.2,0,0.71,0.55,0.56,0.62,0.11,0.39,0,0.91,0.29,0.32,0.71,0,0.74,0.55,0.55,0,0.76,0,0.38,0,0.19,0.65,0,0,0,0.55,0.29,0,0.52,0.79,0.98,0,0.32,0,0.81,0.67,0.95,Low Control,0.19
184,8,0.9,Angry,0.5,0.04,0.05,0.08,0.16,0.1,0.07,-0.25,-0.29,0,0.09,0,0.15,0.51,0.98,0,0.7,0,0,0.1,0,0.03,0,0.69,0,0.7,0.52,0.17,0.88,0.05,0,0,0.5,0,0.16,0.5,0.77,0,0.78,0,0,0.7,0,0.35,0.38,0.85,0.95,0,0,0,0,0,0.09,0,0.15,0.51,0.98,0,0.92,0,0,0.36,0,0.49,0.7,0,0.1,0,0.35,0.33,0.1,0.1,0,0.03,0,0,0.58,0,0.69,0.68,0.89,0,0.7,0.52,0.31,0.9,0.17,0.85,0.49,0.55,0.88,0.05,0.05,0,0,0.53,0.96,0,0,0,0.5,0,0.62,0,0,0.77,0.16,0,0.65,0.5,0.5,0.6,0.03,0.3,0,0.93,0.2,0.28,0.7,0,0.77,0.58,0.48,0,0.78,0,0.39,0,0.23,0.7,0,0,0,0.57,0.35,0,0.53,0.74,0.99,0,0.38,0,0.85,0.73,0.95,Low Control,0.15
185,8.048,0.82,Angry,0.36,0.03,0.04,0.05,0.23,0.09,0.19,-0.28,-0.27,0,0.09,0,0.08,0.52,0.97,0,0.74,0,0,0.16,0,0.01,0,0.68,0,0.66,0.46,0.1,0.9,0,0,0,0.44,0,0.21,0.52,0.81,0.07,0.82,0,0,0.69,0,0.42,0.44,0.84,0.96,0,0,0,0,0,0.09,0,0.08,0.52,0.97,0,0.92,0,0,0.4,0,0.42,0.74,0,0.17,0,0.38,0.39,0.16,0.02,0,0.01,0,0,0.61,0,0.68,0.67,0.89,0,0.66,0.46,0.24,0.88,0.1,0.81,0.54,0.59,0.9,0,0.04,0,0,0.53,0.96,0,0,0,0.44,0,0.61,0,0,0.8,0.21,0,0.62,0.52,0.45,0.55,0.05,0.25,0,0.95,0.19,0.21,0.74,0,0.81,0.54,0.48,0.07,0.82,0,0.45,0,0.3,0.69,0,0,0,0.62,0.42,0,0.48,0.7,0.98,0,0.44,0,0.84,0.75,0.96,Low Control,0.16
186,8.08,1,Angry,0.46,0.04,0.06,0.05,0.15,0.13,0.11,0.03,-0.28,0.4,0.28,0.39,0.57,0.12,0.97,0,0.33,0,0.39,0,0,0.34,0,0.49,0,0.73,0.76,0.53,0.62,0.5,0,0,0.77,0,0.08,0.54,0.47,0,0.52,0,0,0.53,0,0,0,0.7,0.83,0,0.4,0.21,0.12,0,0.28,0.39,0.57,0.12,0.97,0,0.7,0,0,0.18,0.1,0.68,0.33,0,0,0.39,0.32,0,0,0.51,0,0.34,0,0.41,0.16,0,0.49,0.46,0.71,0,0.73,0.76,0.63,0.86,0.53,0.96,0.03,0.11,0.62,0.5,0.3,0.37,0,0.64,0.78,0,0.35,0,0.77,0,0.42,0,0.23,0.43,0.08,0.25,0.87,0.54,0.81,0.76,0.13,0.67,0,0.72,0.44,0.57,0.54,0.07,0.47,0.56,0.63,0,0.52,0,0.11,0,0,0.53,0,0,0,0.28,0,0,0.59,0.94,0.92,0.25,0,0,0.7,0.41,0.83,Obstructive,0.24
187,8.128,0.82,Angry,0.49,0.04,0.03,0.06,0.16,0.11,0.12,-0.28,-0.27,0,0.09,0,0.08,0.53,0.97,0,0.74,0,0,0.16,0,0.01,0,0.68,0,0.66,0.47,0.1,0.9,0,0,0,0.44,0,0.2,0.51,0.8,0.06,0.81,0,0,0.69,0,0.42,0.44,0.84,0.96,0,0,0,0,0,0.09,0,0.08,0.53,0.97,0,0.93,0,0,0.4,0,0.43,0.74,0,0.17,0,0.38,0.39,0.16,0.02,0,0.01,0,0,0.61,0,0.68,0.68,0.89,0,0.66,0.47,0.24,0.88,0.1,0.81,0.54,0.59,0.9,0,0.03,0,0,0.53,0.96,0,0,0,0.44,0,0.61,0,0,0.8,0.2,0,0.61,0.51,0.44,0.55,0.05,0.25,0,0.95,0.19,0.21,0.73,0,0.8,0.55,0.47,0.06,0.81,0,0.44,0,0.3,0.69,0,0,0,0.61,0.42,0,0.48,0.7,0.98,0,0.44,0,0.84,0.75,0.96,Low Control,0.16
188,8.16,1,Angry,0.53,0.02,0.03,0.05,0.2,0.08,0.09,-0.17,-0.29,0.07,0.16,0.05,0.29,0.4,0.99,0,0.61,0,0.11,0.05,0,0.14,0,0.64,0,0.72,0.61,0.29,0.82,0.2,0,0,0.59,0,0.16,0.53,0.69,0,0.72,0,0,0.66,0,0.23,0.25,0.82,0.93,0,0.07,0,0,0,0.16,0.05,0.29,0.4,0.99,0,0.87,0,0,0.32,0,0.56,0.61,0,0,0.11,0.36,0.24,0.05,0.24,0,0.14,0,0.11,0.47,0,0.64,0.63,0.85,0,0.72,0.61,0.42,0.9,0.29,0.9,0.37,0.43,0.82,0.2,0.14,0.03,0,0.58,0.92,0,0.1,0,0.59,0,0.58,0,0,0.68,0.16,0,0.73,0.53,0.61,0.66,0.08,0.43,0,0.89,0.29,0.38,0.67,0,0.69,0.59,0.54,0,0.72,0,0.32,0,0.11,0.66,0,0,0,0.5,0.23,0,0.56,0.82,0.98,0,0.25,0,0.82,0.65,0.93,Low Control,0.18
189,8.208,0.85,Angry,0.69,0.04,0.03,0.07,0.08,0.07,0.02,-0.27,-0.26,0,0.12,0,0.09,0.5,0.98,0,0.73,0,0,0.18,0,0.05,0,0.66,0,0.64,0.46,0.1,0.9,0,0,0,0.44,0,0.23,0.54,0.8,0.08,0.82,0,0,0.67,0,0.41,0.43,0.82,0.97,0,0,0,0,0,0.12,0,0.09,0.5,0.98,0,0.92,0,0,0.42,0,0.42,0.73,0,0.18,0,0.41,0.4,0.18,0.03,0,0.05,0,0,0.59,0,0.66,0.65,0.88,0,0.64,0.46,0.24,0.87,0.1,0.81,0.53,0.58,0.9,0,0.07,0,0,0.56,0.96,0,0,0,0.44,0,0.59,0,0,0.79,0.23,0,0.63,0.54,0.46,0.54,0.09,0.27,0,0.95,0.22,0.21,0.75,0,0.8,0.53,0.5,0.08,0.82,0,0.46,0,0.3,0.67,0,0,0,0.62,0.41,0,0.47,0.71,0.97,0,0.43,0,0.82,0.73,0.97,Low Control,0.18
190,8.24,1,Angry,0.43,0.04,0.07,0.07,0.13,0.12,0.12,-0.06,-0.28,0.26,0.24,0.24,0.45,0.26,0.99,0,0.47,0,0.27,0,0,0.26,0,0.57,0,0.73,0.7,0.43,0.72,0.37,0,0,0.69,0,0.13,0.55,0.59,0,0.62,0,0,0.6,0,0.05,0.07,0.76,0.89,0,0.26,0.05,0,0,0.24,0.24,0.45,0.26,0.99,0,0.79,0,0,0.26,0,0.63,0.47,0,0,0.27,0.35,0.11,0,0.39,0,0.26,0,0.28,0.31,0,0.57,0.54,0.78,0,0.73,0.7,0.54,0.89,0.43,0.94,0.2,0.27,0.72,0.37,0.24,0.22,0,0.62,0.85,0,0.25,0,0.69,0,0.5,0,0.08,0.56,0.13,0.09,0.82,0.55,0.72,0.72,0.12,0.57,0,0.81,0.38,0.49,0.61,0,0.59,0.58,0.6,0,0.62,0,0.22,0,0,0.6,0,0,0,0.39,0.05,0,0.59,0.89,0.96,0.1,0.07,0,0.76,0.53,0.89,Low Control,0.21
191,8.288,0.8,Angry,0.42,0.04,0.04,0.07,0.19,0.14,0.09,-0.29,-0.28,0,0.06,0,0.07,0.55,0.97,0,0.75,0,0,0.15,0,0,0,0.7,0,0.67,0.46,0.09,0.91,0,0,0,0.43,0,0.18,0.49,0.81,0.06,0.81,0,0,0.7,0,0.42,0.44,0.85,0.96,0,0,0,0,0,0.06,0,0.07,0.55,0.97,0,0.93,0,0,0.39,0,0.43,0.75,0,0.17,0,0.36,0.39,0.15,0.01,0,0,0,0,0.63,0,0.7,0.69,0.9,0,0.67,0.46,0.24,0.89,0.09,0.81,0.56,0.61,0.91,0,0.01,0,0,0.51,0.97,0,0,0,0.43,0,0.63,0,0,0.81,0.18,0,0.6,0.49,0.43,0.55,0.02,0.23,0,0.95,0.16,0.21,0.73,0,0.81,0.56,0.45,0.06,0.81,0,0.44,0,0.3,0.7,0,0,0,0.61,0.42,0,0.49,0.69,0.98,0,0.44,0,0.85,0.76,0.96,Low Control,0.15
192,8.368,1,Angry,0.51,0.02,0.04,0.04,0.23,0.08,0.08,-0.13,-0.29,0.13,0.19,0.12,0.35,0.36,0.99,0,0.57,0,0.16,0.02,0,0.18,0,0.62,0,0.73,0.64,0.34,0.79,0.26,0,0,0.63,0,0.15,0.54,0.66,0,0.69,0,0,0.64,0,0.17,0.2,0.8,0.92,0,0.13,0,0,0,0.19,0.12,0.35,0.36,0.99,0,0.84,0,0,0.31,0,0.58,0.57,0,0,0.16,0.36,0.2,0.02,0.29,0,0.18,0,0.17,0.42,0,0.62,0.6,0.83,0,0.73,0.64,0.46,0.9,0.34,0.91,0.32,0.38,0.79,0.26,0.18,0.09,0,0.59,0.9,0,0.15,0,0.63,0,0.55,0,0,0.64,0.15,0,0.76,0.54,0.65,0.68,0.1,0.48,0,0.86,0.32,0.42,0.66,0,0.66,0.59,0.56,0,0.69,0,0.29,0,0.06,0.64,0,0,0,0.47,0.17,0,0.57,0.84,0.98,0,0.2,0,0.8,0.61,0.92,Low Control,0.19
193,8.401,1,Angry,0.35,0.03,0.04,0.05,0.22,0.12,0.19,-0.15,-0.27,0.09,0.2,0.08,0.31,0.37,0.99,0,0.59,0,0.14,0.07,0,0.18,0,0.62,0,0.71,0.61,0.3,0.81,0.22,0,0,0.6,0,0.18,0.56,0.69,0,0.72,0,0,0.64,0,0.22,0.24,0.8,0.93,0,0.09,0,0,0,0.2,0.08,0.31,0.37,0.99,0,0.85,0,0,0.34,0,0.55,0.59,0,0,0.14,0.39,0.25,0.07,0.25,0,0.18,0,0.12,0.45,0,0.62,0.6,0.84,0,0.71,0.61,0.43,0.89,0.3,0.9,0.35,0.41,0.81,0.22,0.18,0.05,0,0.6,0.91,0,0.14,0,0.6,0,0.55,0,0,0.67,0.18,0,0.75,0.56,0.62,0.65,0.12,0.45,0,0.88,0.32,0.38,0.68,0,0.69,0.57,0.57,0,0.72,0,0.33,0,0.11,0.64,0,0,0,0.5,0.22,0,0.55,0.83,0.98,0,0.24,0,0.8,0.62,0.93,Low Control,0.2
194,8.448,0.9,Angry,0.46,0.03,0.04,0.07,0.16,0.14,0.08,-0.25,-0.28,0,0.11,0,0.14,0.5,0.98,0,0.71,0,0,0.13,0,0.05,0,0.68,0,0.68,0.51,0.16,0.88,0.05,0,0,0.49,0,0.19,0.52,0.77,0.02,0.79,0,0,0.69,0,0.36,0.39,0.84,0.95,0,0,0,0,0,0.11,0,0.14,0.5,0.98,0,0.91,0,0,0.38,0,0.47,0.71,0,0.12,0,0.37,0.35,0.13,0.09,0,0.05,0,0,0.58,0,0.68,0.67,0.88,0,0.68,0.51,0.3,0.89,0.16,0.84,0.5,0.55,0.88,0.05,0.06,0,0,0.54,0.95,0,0,0,0.49,0,0.61,0,0,0.77,0.19,0,0.65,0.52,0.49,0.59,0.06,0.3,0,0.94,0.22,0.27,0.72,0,0.77,0.56,0.49,0.02,0.79,0,0.41,0,0.25,0.69,0,0,0,0.58,0.36,0,0.51,0.74,0.98,0,0.39,0,0.84,0.72,0.95,Low Control,0.16
195,8.481,0.48,Neutral,0.24,0.02,0.03,0.08,0.3,0.12,0.2,-0.41,-0.28,0,0,0,0,0.64,0.92,0,0.85,0,0,0.21,0,0,0,0.72,0,0.58,0.3,0,0.97,0,0,0,0.26,0,0.18,0.44,0.88,0.17,0.87,0,0,0.71,0,0.57,0.6,0.84,0.95,0,0,0,0,0,0,0,0,0.64,0.92,0,0.97,0,0,0.42,0,0.28,0.85,0,0.3,0,0.33,0.5,0.21,0,0,0,0,0,0.74,0,0.72,0.72,0.91,0,0.58,0.3,0.04,0.84,0,0.7,0.7,0.74,0.97,0,0,0,0,0.42,0.98,0,0,0,0.26,0,0.65,0,0,0.9,0.18,0,0.45,0.44,0.24,0.42,0,0.02,0,0.99,0.02,0.02,0.75,0,0.88,0.5,0.35,0.17,0.87,0,0.52,0,0.45,0.71,0,0,0,0.69,0.57,0,0.4,0.55,0.95,0,0.6,0,0.84,0.84,0.95,Low Control,0.13
196,8.529,0.52,,0.25,0.02,0.04,0.08,0.28,0.13,0.2,-0.39,-0.27,0,0,0,0,0.63,0.92,0,0.84,0,0,0.22,0,0,0,0.71,0,0.59,0.32,0,0.96,0,0,0,0.28,0,0.19,0.45,0.88,0.17,0.87,0,0,0.7,0,0.56,0.58,0.84,0.96,0,0,0,0,0,0,0,0,0.63,0.92,0,0.96,0,0,0.43,0,0.29,0.84,0,0.3,0,0.35,0.49,0.22,0,0,0,0,0,0.73,0,0.71,0.71,0.91,0,0.59,0.32,0.06,0.84,0,0.72,0.68,0.72,0.96,0,0,0,0,0.44,0.98,0,0,0,0.28,0,0.64,0,0,0.89,0.19,0,0.48,0.45,0.27,0.43,0,0.05,0,0.99,0.05,0.04,0.76,0,0.88,0.5,0.37,0.17,0.87,0,0.52,0,0.44,0.7,0,0,0,0.69,0.56,0,0.4,0.57,0.95,0,0.58,0,0.84,0.82,0.96,Low Control,0.14
197,8.56,1,Angry,0.52,0.02,0.04,0.06,0.2,0.11,0.05,-0.19,-0.28,0.02,0.16,0.01,0.25,0.43,0.99,0,0.64,0,0.07,0.08,0,0.12,0,0.65,0,0.71,0.58,0.26,0.84,0.16,0,0,0.56,0,0.17,0.53,0.72,0,0.74,0,0,0.67,0,0.27,0.29,0.82,0.94,0,0.02,0,0,0,0.16,0.01,0.25,0.43,0.99,0,0.88,0,0,0.35,0,0.53,0.64,0,0.03,0.07,0.37,0.28,0.08,0.2,0,0.12,0,0.07,0.5,0,0.65,0.64,0.86,0,0.71,0.58,0.39,0.9,0.26,0.88,0.41,0.47,0.84,0.16,0.13,0,0,0.57,0.93,0,0.08,0,0.56,0,0.58,0,0,0.71,0.17,0,0.71,0.53,0.58,0.64,0.08,0.4,0,0.9,0.28,0.35,0.69,0,0.72,0.58,0.53,0,0.74,0,0.35,0,0.15,0.67,0,0,0,0.53,0.27,0,0.55,0.8,0.98,0,0.29,0,0.82,0.67,0.94,Low Control,0.18
198,8.608,0.61,Angry,0.42,0.04,0.04,0.1,0.17,0.13,0.1,-0.36,-0.22,0,0.09,0,0,0.55,0.94,0,0.8,0,0,0.29,0,0,0,0.64,0,0.55,0.32,0,0.94,0,0,0,0.29,0,0.29,0.54,0.88,0.23,0.89,0,0.05,0.64,0,0.55,0.57,0.8,0.98,0,0,0,0,0,0.09,0,0,0.55,0.94,0,0.93,0,0,0.5,0,0.27,0.8,0,0.33,0,0.44,0.53,0.29,0,0,0,0,0,0.67,0,0.64,0.65,0.87,0,0.55,0.32,0.07,0.82,0,0.72,0.64,0.68,0.94,0,0.01,0,0,0.53,0.96,0,0,0,0.29,0,0.57,0,0,0.86,0.29,0,0.54,0.54,0.32,0.41,0.09,0.13,0,0.98,0.16,0.03,0.8,0,0.88,0.44,0.46,0.23,0.89,0,0.56,0.05,0.45,0.64,0,0,0,0.72,0.55,0,0.35,0.6,0.95,0,0.57,0,0.8,0.77,0.98,Low Control,0.19
199,8.64,1,Angry,0.54,0.02,0.03,0.06,0.2,0.1,0.06,-0.18,-0.28,0.04,0.17,0.03,0.27,0.41,0.99,0,0.62,0,0.09,0.08,0,0.14,0,0.64,0,0.71,0.59,0.27,0.83,0.18,0,0,0.57,0,0.18,0.54,0.71,0,0.74,0,0,0.66,0,0.25,0.28,0.81,0.94,0,0.04,0,0,0,0.17,0.03,0.27,0.41,0.99,0,0.87,0,0,0.34,0,0.54,0.62,0,0.02,0.09,0.38,0.27,0.08,0.21,0,0.14,0,0.08,0.48,0,0.64,0.63,0.85,0,0.71,0.59,0.4,0.9,0.27,0.89,0.39,0.45,0.83,0.18,0.14,0,0,0.58,0.92,0,0.09,0,0.57,0,0.57,0,0,0.7,0.18,0,0.72,0.54,0.59,0.64,0.09,0.41,0,0.89,0.29,0.36,0.69,0,0.71,0.57,0.55,0,0.74,0,0.35,0,0.14,0.66,0,0,0,0.52,0.25,0,0.55,0.81,0.98,0,0.28,0,0.81,0.65,0.94,Low Control,0.18
200,8.688,0.93,Angry,0.46,0.04,0.03,0.06,0.17,0.13,0.11,-0.23,-0.28,0,0.13,0,0.18,0.47,0.98,0,0.68,0,0.01,0.12,0,0.08,0,0.66,0,0.69,0.53,0.19,0.87,0.08,0,0,0.51,0,0.19,0.53,0.76,0,0.78,0,0,0.68,0,0.34,0.36,0.83,0.95,0,0,0,0,0,0.13,0,0.18,0.47,0.98,0,0.9,0,0,0.37,0,0.49,0.68,0,0.09,0.01,0.38,0.33,0.12,0.12,0,0.08,0,0,0.55,0,0.66,0.65,0.87,0,0.69,0.53,0.33,0.89,0.19,0.85,0.47,0.52,0.87,0.08,0.09,0,0,0.56,0.95,0,0.02,0,0.51,0,0.6,0,0,0.75,0.19,0,0.67,0.53,0.52,0.6,0.07,0.34,0,0.93,0.24,0.29,0.71,0,0.76,0.56,0.51,0,0.78,0,0.4,0,0.22,0.68,0,0,0,0.57,0.34,0,0.52,0.76,0.98,0,0.36,0,0.83,0.7,0.95,Low Control,0.17
201,8.719,1,Angry,0.46,0.03,0.03,0.09,0.16,0.13,0.1,-0.15,-0.28,0.1,0.19,0.09,0.32,0.38,0.99,0,0.59,0,0.14,0.04,0,0.17,0,0.62,0,0.72,0.62,0.32,0.8,0.23,0,0,0.61,0,0.16,0.54,0.68,0,0.71,0,0,0.65,0,0.2,0.22,0.81,0.93,0,0.1,0,0,0,0.19,0.09,0.32,0.38,0.99,0,0.85,0,0,0.32,0,0.57,0.59,0,0,0.14,0.37,0.23,0.04,0.26,0,0.17,0,0.14,0.44,0,0.62,0.61,0.84,0,0.72,0.62,0.44,0.9,0.32,0.9,0.34,0.4,0.8,0.23,0.17,0.06,0,0.59,0.91,0,0.13,0,0.61,0,0.56,0,0,0.66,0.16,0,0.75,0.54,0.63,0.67,0.1,0.46,0,0.87,0.31,0.4,0.67,0,0.68,0.58,0.56,0,0.71,0,0.31,0,0.09,0.65,0,0,0,0.49,0.2,0,0.56,0.83,0.98,0,0.22,0,0.81,0.62,0.93,Low Control,0.19
202,8.767,0.76,Angry,0.4,0.04,0.04,0.1,0.18,0.14,0.09,-0.31,-0.2,0,0.18,0,0,0.48,0.97,0,0.75,0,0,0.3,0,0.07,0,0.61,0,0.56,0.37,0,0.91,0,0,0,0.35,0,0.33,0.59,0.85,0.2,0.87,0,0.05,0.61,0,0.49,0.5,0.78,0.98,0,0,0,0,0,0.18,0,0,0.48,0.97,0,0.91,0,0,0.51,0,0.32,0.75,0,0.29,0,0.48,0.5,0.3,0,0,0.07,0,0,0.6,0,0.61,0.6,0.85,0,0.56,0.37,0.14,0.82,0,0.76,0.57,0.61,0.91,0,0.11,0,0,0.59,0.95,0,0,0,0.35,0,0.53,0,0,0.81,0.33,0,0.62,0.59,0.41,0.45,0.16,0.23,0,0.96,0.26,0.1,0.81,0,0.85,0.44,0.54,0.2,0.87,0,0.55,0.05,0.4,0.61,0,0,0,0.7,0.49,0,0.37,0.66,0.95,0,0.5,0,0.78,0.72,0.98,Low Control,0.22
203,8.799,0.73,Angry,0.42,0.04,0.04,0.1,0.17,0.15,0.09,-0.32,-0.21,0,0.15,0,0,0.5,0.96,0,0.76,0,0,0.28,0,0.04,0,0.63,0,0.57,0.37,0,0.91,0,0,0,0.35,0,0.3,0.57,0.85,0.19,0.87,0,0.03,0.63,0,0.49,0.51,0.79,0.98,0,0,0,0,0,0.15,0,0,0.5,0.96,0,0.92,0,0,0.5,0,0.32,0.76,0,0.28,0,0.46,0.49,0.28,0,0,0.04,0,0,0.62,0,0.63,0.62,0.86,0,0.57,0.37,0.14,0.83,0,0.76,0.58,0.63,0.91,0,0.08,0,0,0.57,0.95,0,0,0,0.35,0,0.55,0,0,0.82,0.3,0,0.6,0.57,0.39,0.46,0.13,0.21,0,0.97,0.23,0.1,0.8,0,0.85,0.45,0.51,0.19,0.87,0,0.54,0.03,0.4,0.63,0,0,0,0.69,0.49,0,0.38,0.65,0.95,0,0.51,0,0.79,0.74,0.98,Low Control,0.21
204,8.88,0.14,,0.28,0.04,0.04,0.06,0.26,0.15,0.17,-0.51,-0.28,0,0,0,0,0.71,0.85,0,0.92,0,0,0.24,0,0,0,0.71,0,0.5,0.15,0,0.99,0,0,0,0.09,0,0.15,0.37,0.92,0.24,0.9,0,0,0.69,0,0.68,0.7,0.82,0.93,0,0,0,0,0,0,0,0,0.71,0.85,0,0.97,0,0,0.43,0,0.14,0.92,0,0.4,0,0.29,0.56,0.24,0,0,0,0,0,0.82,0,0.71,0.73,0.91,0,0.5,0.15,0,0.78,0,0.6,0.79,0.83,0.99,0,0,0,0,0.32,0.98,0,0,0,0.09,0,0.65,0,0,0.95,0.15,0,0.31,0.37,0.07,0.29,0,0,0,1,0,0,0.75,0,0.92,0.43,0.24,0.24,0.9,0,0.56,0,0.55,0.69,0,0,0,0.73,0.68,0,0.3,0.41,0.91,0,0.7,0,0.82,0.88,0.93,Low Control,0.11
205,8.928,0.07,Angry,0.3,0.04,0.04,0.06,0.25,0.15,0.16,-0.52,-0.27,0,0,0,0,0.72,0.84,0,0.93,0,0,0.25,0,0,0,0.71,0,0.48,0.11,0,0.99,0,0,0,0.06,0,0.15,0.35,0.93,0.25,0.9,0,0.01,0.69,0,0.7,0.72,0.82,0.92,0,0,0,0,0,0,0,0,0.72,0.84,0,0.97,0,0,0.43,0,0.11,0.93,0,0.42,0,0.28,0.58,0.25,0,0,0,0,0,0.83,0,0.71,0.72,0.9,0,0.48,0.11,0,0.77,0,0.57,0.81,0.84,0.99,0,0,0,0,0.3,0.98,0,0,0,0.06,0,0.64,0,0,0.96,0.15,0,0.28,0.35,0.03,0.26,0,0,0,1,0,0,0.75,0,0.93,0.41,0.22,0.25,0.9,0,0.57,0.01,0.57,0.69,0,0,0,0.74,0.7,0,0.28,0.38,0.89,0,0.72,0,0.82,0.89,0.92,Low Control,0.11
206,8.96,0.31,,0.29,0.04,0.07,0.05,0.21,0.13,0.21,-0.46,-0.28,0,0,0,0,0.68,0.89,0,0.89,0,0,0.23,0,0,0,0.72,0,0.54,0.23,0,0.98,0,0,0,0.18,0,0.17,0.4,0.9,0.2,0.89,0,0,0.7,0,0.63,0.65,0.84,0.94,0,0,0,0,0,0,0,0,0.68,0.89,0,0.97,0,0,0.43,0,0.21,0.89,0,0.35,0,0.31,0.53,0.23,0,0,0,0,0,0.78,0,0.72,0.73,0.91,0,0.54,0.23,0,0.81,0,0.65,0.75,0.78,0.98,0,0,0,0,0.37,0.98,0,0,0,0.18,0,0.65,0,0,0.92,0.17,0,0.38,0.4,0.16,0.35,0,0,0,1,0,0,0.75,0,0.9,0.47,0.3,0.2,0.89,0,0.54,0,0.5,0.7,0,0,0,0.71,0.63,0,0.35,0.48,0.93,0,0.65,0,0.84,0.86,0.94,Low Control,0.12
