angry;disgust;scared;happy;sad;surprised;neutral
3.04;0.0;7.83;0.63;12.05;1.13;75.32
3.46;0.03;3.56;0.89;13.05;0.29;78.72
3.5;0.08;3.24;1.71;26.28;0.07;65.12
3.96;0.06;4.44;1.09;19.32;0.06;71.08
8.27;0.02;6.23;1.87;24.96;0.11;58.54
6.45;0.01;3.05;1.57;15.88;0.18;72.85
2.62;0.02;3.2;0.48;10.83;0.09;82.76
3.63;0.01;2.11;0.92;11.74;0.17;81.42
3.95;0.02;3.69;1.53;19.34;0.1;71.37
5.87;0.0;8.07;3.21;20.81;1.08;60.97
6.14;0.01;6.22;1.76;25.39;0.57;59.9
4.24;0.01;4.57;1.76;16.12;0.91;72.4
3.05;0.01;4.23;1.59;15.73;0.44;74.95
3.59;0.0;6.98;0.58;12.86;0.89;75.1
4.4;0.06;3.98;0.79;11.94;0.93;77.91
6.54;0.13;8.81;0.56;17.91;1.89;64.16
9.14;0.03;7.18;0.85;13.4;0.54;68.86
6.3;0.01;12.22;0.52;14.13;0.85;65.98
8.17;0.01;11.49;0.62;20.46;0.7;58.54
4.85;0.01;8.39;0.48;10.35;0.59;75.33
3.82;0.01;6.22;0.67;16.63;0.49;72.17
1.68;0.0;3.12;0.38;10.72;0.34;83.75
3.86;0.01;6.91;0.61;13.62;0.95;74.04
1.87;0.0;3.98;0.69;15.25;0.49;77.72
3.89;0.01;6.73;0.51;10.35;0.45;78.06
3.54;0.01;3.74;0.82;13.62;0.52;77.76
1.18;0.01;3.1;0.82;10.68;0.3;83.92
2.28;0.07;2.36;1.45;21.9;0.11;71.83
3.86;0.05;3.65;1.38;22.79;0.06;68.22
4.85;0.12;2.19;0.96;19.32;0.16;72.41
4.31;0.08;3.02;0.61;15.98;0.12;75.88
2.6;0.04;2.43;0.72;15.17;0.24;78.81
3.9;0.04;3.17;0.63;14.54;0.2;77.52
1.58;0.01;3.35;1.19;12.75;0.25;80.87
6.02;0.05;3.7;0.62;18.07;0.5;71.03
9.43;0.07;7.34;0.97;22.94;0.89;58.35
10.18;0.05;8.08;0.8;18.28;1.36;61.25
7.32;0.02;4.04;0.64;11.88;1.02;75.06
7.27;0.02;2.97;0.48;11.72;0.9;76.63
2.42;0.0;3.14;0.76;12.03;0.51;81.14
2.15;0.0;3.52;0.53;10.12;0.63;83.05
4.32;0.01;4.31;0.51;11.97;0.51;78.38
6.28;0.01;10.67;0.69;15.23;3.05;64.07
8.57;0.03;9.48;0.8;14.31;1.52;65.29
8.19;0.01;12.96;0.75;17.49;1.48;59.11
7.61;0.01;11.44;0.41;12.17;1.98;66.38
6.47;0.01;9.47;0.71;10.75;2.0;70.58
6.52;0.03;6.4;0.24;10.94;1.15;74.73
7.75;0.02;6.04;0.62;10.63;1.72;73.23
12.08;0.03;14.24;0.5;13.05;2.51;57.59
6.47;0.01;10.47;0.68;11.19;0.79;70.4
6.92;0.01;11.72;0.67;13.81;1.6;65.27
4.26;0.01;5.22;0.91;20.11;0.27;69.22
5.91;0.08;3.78;1.09;21.13;0.83;67.18
3.34;0.03;3.83;0.64;17.05;0.59;74.51
4.28;0.01;4.2;0.88;16.37;0.54;73.72
3.51;0.04;4.5;0.6;18.84;0.59;71.94
